1,0.000307
2,0.011574
3,0.0016
4,0.002775
5,0.004905
6,0.00664
7,0.009684
8,0.01646
9,0.012956
10,0.023475
11,0.022877
12,0.024851
13,0.034639
14,0.03228
15,0.04045
16,0.046122
17,0.05036
18,0.054948
19,0.062288
20,0.066961
